dictId,index,term,base,level,definition,matchSummary
vocab,414,badge,,B2,A badge is a small piece of metal or cloth that shows a person’s rank or affiliation.,term:badge (term_word)
vocab,415,badly,,A2,Badly means in a bad or unsatisfactory way.,term:badly (term_word)
vocab,416,baffle,,C1,If a problem or someone's behavior baffles you you cannot understand it or solve it.,term:baffles (term_word)
vocab,417,bag,,A1,A bag is a container made of cloth or plastic used to carry things.,term:bag (term_word)
vocab,418,bait,,B2,Bait is something used to trick a person or thing to do something.,term:bait (term_word)
vocab,419,bake,,A2,To bake means to cook food in an oven.,term:bake (term_word)
vocab,420,balance,,B1,Balance is when two or more things are equal.,term:balance (term_word)
vocab,421,balcony,,B2,A balcony is a platform with a railing that is attached to the outside of a building.,term:balcony (term_word)
vocab,422,bald,,B1,A bald person or animal has no hair.,term:bald (term_word)
vocab,423,ball,,A1,"A ball is a round object that is thrown, kicked, or hit in a game or sport.",term:ball (term_word)
vocab,424,balloon,,A2,A balloon is a small bag made of thin rubber that is filled with air or gas.,term:balloon (term_word)
vocab,425,ballot,,B2,A ballot is a piece of paper used to vote in an election.,term:ballot (term_word)
vocab,426,ban,,B2,To ban something is to not let people do it.,term:ban (term_word)
vocab,427,banana,,A1,A banana is a long yellow fruit with soft white flesh inside.,term:banana (term_word)
vocab,428,band,,A2,A band is a group of people who play music.,term:band (term_word)
vocab,429,bandage,,B1,A bandage is a piece of cloth used to stop bleeding.,term:bandage (term_word)
vocab,430,bang,,A2,A bang is a sudden loud noise.,term:bang (term_word)
vocab,431,bank,,A1,A bank is a place where people keep their money.,term:bank (term_word)
vocab,432,bankrupt,,B2,"If someone is bankrupt, then they are unable to pay their debts.",term:bankrupt (term_word)
vocab,433,banner,,B2,A banner is a long strip of cloth with a message on it.,term:banner (term_word)
vocab,434,bar,,A2,"A bar is a long, straight piece of metal or wood.",term:bar (term_word)
vocab,435,barber,,B2,A barber is a person whose job is to cut men’s hair.,term:barber (term_word)
vocab,436,bare,,B2,A bare thing is plain and not covered.,term:bare (term_word)
vocab,437,barely,,B2,"Barely means by the smallest amount, almost not.",term:barely (term_word)
vocab,438,bargain,,B2,A bargain is a very good price paid for a product.,term:bargain (term_word)
vocab,439,bark,,A2,"To bark is to make a short, loud noise, like a dog.",term:bark (term_word)
vocab,440,barn,,B2,"A barn is a large farm building that houses crops, equipment, and animals.",term:barn (term_word)
vocab,441,barrel,,B2,A barrel is a round thing that you can keep liquids in.,term:barrel (term_word)
vocab,442,barrier,,B2,A barrier is something that blocks a path or way.,term:barrier (term_word)
vocab,443,base,,A2,The base is the bottom of something.,term:base (term_word)
vocab,444,baseball,,A1,Baseball is a game played with a bat and ball between two teams of nine players.,term:baseball (term_word)
vocab,445,basement,,A2,A basement of a house or building is a room that is built underground.,term:basement (term_word)
vocab,446,basic,,A2,"If something is basic, it is very simple or easy.",term:basic (term_word)
vocab,447,basin,,B2,A basin is large bowl for washing things. A sink is sometimes called a basin.,term:basin (term_word)
vocab,448,basis,,B2,The basis of something is the main part of amount of it.,term:basis (term_word)
vocab,449,basket,,A2,A basket is a container made of woven materials that is used to carry things.,term:basket (term_word)
vocab,450,basketball,,A1,Basketball is a game played by two teams of five players who score by throwing a ball through a hoop.,term:basketball (term_word)
vocab,451,bat,,A2,A bat is a piece of wood used to hit a ball in baseball or cricket.,term:bat (term_word)
vocab,454,bath,,A1,A bath is the act of sitting in a tub of water in order to get clean.,term:bath (term_word)
vocab,455,bathe,,B2,To bathe means to wash oneself with water.,term:bathe (term_word)
vocab,456,bathroom,,A1,A bathroom is a room with a toilet and a sink or a bathtub.,term:bathroom (term_word)
vocab,457,battery,,A2,A battery is an object placed inside something to supply it with electricity.,term:battery (term_word)
vocab,458,battle,,B1,A battle is a fight between two armies during a war.,term:battle (term_word)
vocab,459,bay,,B2,A bay is an area near the ocean where the land goes inward.,term:bay (term_word)
vocab,460,be,,A1,To be means to exist or to happen.,term:be (term_word)
vocab,461,beach,,A1,The beach is a sandy or rocky place by the ocean.,term:beach (term_word)
vocab,462,bead,,B2,A bead is a drop of liquid.,term:bead (term_word)
vocab,463,beak,,B2,"A beak is the hard, pointed part of a bird’s mouth.",term:beak (term_word)
vocab,464,beam,,B2,A beam is a heavy bar.,term:beam (term_word)
vocab,465,bean,,A2,A bean is a plant seed that is good to eat.,term:bean (term_word)
vocab,466,bear,,A2,"A bear is a large, heavy animal with thick fur.",term:bear (term_word)
vocab,467,bear,,B1,if you cannot bear something you cannot accept or do it because it makes you very unhappy,term:bear (term_word)
vocab,468,beard,,B1,A beard is hair that grows on a man’s chin and cheeks.,term:beard (term_word)
vocab,469,beast,,B2,A beast is a large and dangerous animal.,term:beast (term_word)
vocab,470,beat,,B1,To beat someone means to do better than they do.,term:beat (term_word)
vocab,471,beautiful,,A1,A beautiful thing is good to look at.,term:beautiful (term_word)
vocab,472,beauty,,B1,Beauty is the state or quality of being beautiful.,term:beauty (term_word)
vocab,473,because,,A1,Because introduces a reason for something.,term:because (term_word)
vocab,474,become,,A1,To become is to start to be something.,term:become (term_word)
vocab,475,bed,,A1,A bed is a piece of furniture used for sleeping.,term:bed (term_word)
vocab,476,bedroom,,A1,A bedroom is a room used for sleeping.,term:bedroom (term_word)
vocab,477,bee,,A2,A bee is a flying insect that makes honey.,term:bee (term_word)
vocab,478,beef,,A2,Beef is the meat from a cow.,term:beef (term_word)
vocab,479,been,,A1,Been is the past participle of “be.”,term:been (term_word)
vocab,480,beer,,A2,Beer is an alcoholic drink made from grain.,term:beer (term_word)
vocab,481,before,,A1,Before means earlier than something.,term:before (term_word)
vocab,482,beforehand,,B2,"If something is done beforehand, then it is done in advance.",term:beforehand (term_word)
vocab,483,beg,,B2,To beg means to ask for something in a desperate way.,term:beg (term_word)
vocab,484,begin,,A1,To begin means to start doing something.,term:begin (term_word)
vocab,485,behalf,,B2,"If something is done on one’s behalf, it is done for that person by another.",term:behalf (term_word)
vocab,486,behave,,A2,"To behave is to act in a particular way, especially to be good.",term:behave (term_word)
vocab,487,behavior,,B1,Your behavior is the way you act.,term:behavior (term_word)
vocab,489,behind,,A1,Behind means to be at the back of something.,term:behind (term_word)
vocab,490,being,,A2,A being is a living person or creature.,term:being (term_word)
vocab,491,belief,,B1,A belief is a strong feeling that something is correct or true.,term:belief (term_word)
vocab,492,believe,,A1,To believe is to think that something is true.,term:believe (term_word)
vocab,493,bell,,A2,A bell is a metal object that makes a ringing sound when struck.,term:bell (term_word)
vocab,494,belly,,B1,The belly is the stomach of a person or animal.,term:belly (term_word)
vocab,495,belong,,A2,To belong means to be owned by or to be a member of something.,term:belong (term_word)
vocab,496,beloved,,B2,"When something is beloved, it is very special and you like it very much.",term:beloved (term_word)
vocab,497,below,,A2,Below means in a lower position.,term:below (term_word)
vocab,498,belt,,A2,A belt is a strip of leather or cloth worn around the waist.,term:belt (term_word)
vocab,499,bench,,A2,A bench is a long seat for two or more people.,term:bench (term_word)
vocab,500,bend,,B1,To bend is to move something so it is not straight.,term:bend (term_word)
vocab,501,beneath,,B2,Beneath means under or lower than.,term:beneath (term_word)
vocab,502,benefactor,,B2,A benefactor is a person who gives money to help someone.,term:benefactor (term_word)
vocab,503,beneficial,,B2,"If something is beneficial, it is good for you.",term:beneficial (term_word)
vocab,508,bent,,B1,Bent is the past tense of bend.,term:bent (term_word)
vocab,509,berry,,A2,"A berry is a small, soft fruit.",term:berry (term_word)
vocab,510,beside,,A1,Someone or something beside you is next to you.,term:beside (term_word)
vocab,511,best,,A1,The best person or thing is better than all the others.,term:best (term_word)
vocab,513,bet,,B2,To bet is to risk money on the result of a game or a business.,term:bet (term_word)
vocab,514,betray,,B2,To betray is to be disloyal to someone who trusts you.,term:betray (term_word)
vocab,515,better,,A1,Better means of a higher quality or more enjoyable.,term:better (term_word)
vocab,516,better,,B2,to achieve a better result than someone or something,term:better (term_word)
vocab,518,between,,A1,Between means in the space that separates two things.,term:between (term_word)
vocab,519,beverage,,B2,A beverage is a drink.,term:beverage (term_word)
vocab,520,beware,,B2,To beware means to be careful of something or someone that is dangerous.,term:beware (term_word)
vocab,521,beyond,,B2,Beyond is used to say that one thing is more than another.,term:beyond (term_word)
vocab,522,bias,,B2,A bias is a person’s likelihood to like one thing more than another thing.,term:bias (term_word)
